Category,Index,0,1,2,3,4,5,6,7,8,9
Bins,"[0.23, 0.24]",0.020139999999999516,0.016519999999999663,0.025339999999999304,0.01639999999999967,0.0180999999999996,0.019199999999999554,0.02025999999999951,0.01685999999999965,0.016739999999999654,0.01883999999999957
Bins,"[0.24, 0.25]",0.018739999999999573,0.016899999999999648,0.02347999999999938,0.014919999999999729,0.01683999999999965,0.017639999999999618,0.01835999999999959,0.01633999999999967,0.016719999999999655,0.016559999999999662
Bins,"[0.25, 0.26]",0.017239999999999634,0.017159999999999637,0.021439999999999463,0.015259999999999715,0.017199999999999636,0.015919999999999688,0.018699999999999575,0.015099999999999721,0.014859999999999731,0.017419999999999627
Bins,"[0.26, 0.27]",0.017759999999999613,0.01663999999999966,0.022399999999999424,0.015479999999999706,0.015219999999999716,0.017039999999999642,0.01733999999999963,0.015159999999999719,0.015759999999999694,0.01639999999999967
Bins,"[0.27, 0.28]",0.01631999999999967,0.015419999999999708,0.02277999999999941,0.014799999999999734,0.016199999999999676,0.016779999999999653,0.016719999999999655,0.014299999999999754,0.014959999999999727,0.015079999999999722
Bins,"[0.28, 0.29]",0.0156199999999997,0.014979999999999726,0.020719999999999492,0.014439999999999748,0.015939999999999687,0.015079999999999722,0.01659999999999966,0.013339999999999793,0.014979999999999726,0.01511999999999972
Bins,"[0.29, 0.3]",0.015159999999999719,0.014179999999999759,0.018659999999999576,0.013979999999999767,0.014479999999999747,0.015159999999999719,0.015459999999999707,0.014759999999999735,0.013839999999999773,0.014779999999999734
Bins,"[0.3, 0.31]",0.014779999999999734,0.013879999999999771,0.019239999999999553,0.013839999999999773,0.01365999999999978,0.015159999999999719,0.014759999999999735,0.012579999999999824,0.013819999999999773,0.013959999999999768
Bins,"[0.31, 0.32]",0.013839999999999773,0.013499999999999786,0.01835999999999959,0.012859999999999813,0.013799999999999774,0.013039999999999805,0.014739999999999736,0.01217999999999984,0.011759999999999857,0.013799999999999774
Bins,"[0.32, 0.33]",0.014499999999999746,0.013039999999999805,0.017739999999999614,0.011979999999999848,0.012379999999999832,0.013339999999999793,0.013539999999999785,0.012379999999999832,0.01241999999999983,0.012959999999999808
Bins,"[0.33, 0.34]",0.012779999999999816,0.011539999999999866,0.017739999999999614,0.011619999999999863,0.013719999999999778,0.012899999999999811,0.013299999999999795,0.011559999999999866,0.012379999999999832,0.012779999999999816
Bins,"[0.34, 0.35]",0.01145999999999987,0.012139999999999842,0.014979999999999726,0.011359999999999874,0.012619999999999822,0.011639999999999862,0.012579999999999824,0.01169999999999986,0.012319999999999835,0.012839999999999813
Bins,"[0.35, 0.36]",0.012259999999999837,0.011239999999999879,0.015199999999999717,0.010899999999999892,0.012539999999999826,0.011079999999999885,0.012159999999999841,0.011239999999999879,0.011479999999999869,0.011659999999999861
Bins,"[0.36, 0.37]",0.011239999999999879,0.011119999999999883,0.01487999999999973,0.010539999999999907,0.011599999999999864,0.012219999999999839,0.01193999999999985,0.010779999999999897,0.010799999999999896,0.012079999999999844
Bins,"[0.37, 0.38]",0.011379999999999873,0.011399999999999872,0.013839999999999773,0.010739999999999899,0.012539999999999826,0.011099999999999884,0.011599999999999864,0.01097999999999989,0.01021999999999992,0.011179999999999881
Bins,"[0.38, 0.39]",0.01097999999999989,0.010119999999999924,0.013319999999999794,0.010199999999999921,0.010859999999999894,0.010759999999999898,0.011519999999999867,0.010419999999999912,0.009279999999999958,0.011119999999999883
Bins,"[0.39, 0.4]",0.010039999999999927,0.010819999999999896,0.013519999999999786,0.00947999999999995,0.011139999999999883,0.010799999999999896,0.010499999999999909,0.010119999999999924,0.00971999999999994,0.010739999999999899
Bins,"[0.4, 0.41]",0.010679999999999901,0.010019999999999928,0.012839999999999813,0.009699999999999941,0.010559999999999906,0.009759999999999939,0.009679999999999942,0.008939999999999972,0.008799999999999978,0.010039999999999927
Bins,"[0.41, 0.42]",0.009859999999999935,0.00923999999999996,0.011319999999999875,0.009779999999999938,0.010379999999999914,0.009679999999999942,0.009839999999999936,0.009859999999999935,0.00921999999999996,0.009899999999999933
Bins,"[0.42, 0.43]",0.00897999999999997,0.00873999999999998,0.011119999999999883,0.00851999999999999,0.009919999999999932,0.00973999999999994,0.009099999999999966,0.008379999999999995,0.00897999999999997,0.009899999999999933
Bins,"[0.43, 0.44]",0.009099999999999966,0.009379999999999954,0.010379999999999914,0.00921999999999996,0.009999999999999929,0.00921999999999996,0.008619999999999985,0.008639999999999984,0.008120000000000006,0.009299999999999958
Bins,"[0.44, 0.45]",0.008339999999999997,0.008959999999999971,0.010379999999999914,0.008479999999999991,0.009659999999999943,0.008080000000000007,0.00925999999999996,0.0077000000000000185,0.009179999999999962,0.008939999999999972
Bins,"[0.45, 0.46]",0.008679999999999983,0.008639999999999984,0.009439999999999952,0.008919999999999973,0.008599999999999986,0.007960000000000012,0.008060000000000008,0.008419999999999993,0.007680000000000018,0.009199999999999962
Bins,"[0.46, 0.47]",0.00824,0.007960000000000012,0.009139999999999964,0.007980000000000011,0.009639999999999944,0.007980000000000011,0.008299999999999998,0.007500000000000018,0.007440000000000018,0.008080000000000007
Bins,"[0.47, 0.48]",0.008100000000000007,0.00826,0.00849999999999999,0.007940000000000013,0.007840000000000017,0.007540000000000018,0.008160000000000004,0.0073200000000000175,0.008220000000000002,0.008619999999999985
Bins,"[0.48, 0.49]",0.007540000000000018,0.007640000000000018,0.008200000000000002,0.0077200000000000185,0.008639999999999984,0.007060000000000017,0.007640000000000018,0.007400000000000018,0.007580000000000018,0.007220000000000017
Bins,"[0.49, 0.5]",0.007620000000000018,0.007200000000000017,0.007900000000000015,0.007140000000000017,0.007820000000000018,0.006920000000000016,0.006980000000000017,0.007200000000000017,0.007000000000000017,0.008459999999999992
Bins,"[0.5, 0.51]",0.007300000000000017,0.007480000000000018,0.007000000000000017,0.007480000000000018,0.007360000000000018,0.006980000000000017,0.007080000000000017,0.006460000000000015,0.006860000000000016,0.006600000000000016
Bins,"[0.51, 0.52]",0.006400000000000015,0.006100000000000014,0.006280000000000015,0.007900000000000015,0.007120000000000017,0.007100000000000017,0.006500000000000015,0.007120000000000017,0.006160000000000014,0.006880000000000016
Bins,"[0.52, 0.53]",0.005880000000000014,0.006280000000000015,0.0054400000000000125,0.007080000000000017,0.006800000000000016,0.006360000000000015,0.006900000000000016,0.006820000000000016,0.006620000000000016,0.005980000000000014
Bins,"[0.53, 0.54]",0.006680000000000016,0.005700000000000013,0.006120000000000014,0.006020000000000014,0.0061800000000000145,0.005600000000000013,0.006600000000000016,0.006820000000000016,0.005740000000000013,0.006340000000000015
Bins,"[0.54, 0.55]",0.005740000000000013,0.006440000000000015,0.004960000000000011,0.005920000000000014,0.006680000000000016,0.005900000000000014,0.006360000000000015,0.006640000000000016,0.005620000000000013,0.006160000000000014
Bins,"[0.55, 0.56]",0.005360000000000012,0.0054200000000000125,0.00440000000000001,0.006400000000000015,0.005660000000000013,0.005720000000000013,0.006440000000000015,0.005920000000000014,0.005140000000000012,0.005700000000000013
Bins,"[0.56, 0.57]",0.006240000000000015,0.005360000000000012,0.003900000000000009,0.006400000000000015,0.0058200000000000135,0.0061800000000000145,0.004960000000000011,0.005520000000000013,0.005940000000000014,0.005360000000000012
Bins,"[0.57, 0.58]",0.005140000000000012,0.005180000000000012,0.004000000000000009,0.005260000000000012,0.005460000000000013,0.004780000000000011,0.0054400000000000125,0.005120000000000012,0.005620000000000013,0.005900000000000014
Bins,"[0.58, 0.59]",0.004900000000000011,0.004980000000000011,0.003500000000000008,0.005220000000000012,0.004920000000000011,0.005640000000000013,0.00450000000000001,0.0058200000000000135,0.005200000000000012,0.005000000000000011
Bins,"[0.59, 0.6]",0.004980000000000011,0.004740000000000011,0.0032600000000000072,0.004760000000000011,0.005160000000000012,0.0046400000000000104,0.0042800000000000095,0.005400000000000012,0.0046600000000000105,0.0050600000000000115
Bins,"[0.6, 0.61]",0.004120000000000009,0.004860000000000011,0.002720000000000006,0.005480000000000013,0.00456000000000001,0.0046800000000000105,0.0046800000000000105,0.005180000000000012,0.004740000000000011,0.00444000000000001
Bins,"[0.61, 0.62]",0.0039200000000000085,0.00454000000000001,0.002020000000000004,0.005020000000000011,0.005280000000000012,0.00460000000000001,0.0046600000000000105,0.004980000000000011,0.00450000000000001,0.004160000000000009
Bins,"[0.62, 0.63]",0.003900000000000009,0.004240000000000009,0.0017000000000000032,0.003940000000000009,0.00442000000000001,0.0042600000000000094,0.004100000000000009,0.004880000000000011,0.0043000000000000095,0.004120000000000009
Bins,"[0.63, 0.64]",0.003580000000000008,0.00444000000000001,0.0012000000000000018,0.00438000000000001,0.0042800000000000095,0.0037600000000000086,0.0033200000000000074,0.004000000000000009,0.0043000000000000095,0.00440000000000001
Bins,"[0.64, 0.65]",0.003620000000000008,0.0037400000000000085,0.001260000000000002,0.003900000000000009,0.00456000000000001,0.0036400000000000082,0.003560000000000008,0.004740000000000011,0.004020000000000009,0.0037000000000000084
Bins,"[0.65, 0.66]",0.002820000000000006,0.003620000000000008,0.0006800000000000005,0.003580000000000008,0.003600000000000008,0.003600000000000008,0.0033600000000000075,0.0042600000000000094,0.0036800000000000084,0.003200000000000007
Bins,"[0.66, 0.67]",0.0030000000000000066,0.0028800000000000063,0.00030000000000000003,0.003940000000000009,0.0029200000000000064,0.0034000000000000076,0.0025800000000000055,0.003580000000000008,0.0033400000000000075,0.0033600000000000075
Bins,"[0.67, 0.68]",0.0026600000000000057,0.0033000000000000074,2e-05,0.0037800000000000086,0.0027000000000000058,0.003100000000000007,0.0030000000000000066,0.003620000000000008,0.0033600000000000075,0.002800000000000006
Bins,"[0.68, 0.69]",0.0022800000000000047,0.002780000000000006,0.0,0.003600000000000008,0.003240000000000007,0.002780000000000006,0.002740000000000006,0.003180000000000007,0.003140000000000007,0.0034200000000000077
Bins,"[0.69, 0.7]",0.002320000000000005,0.0026000000000000055,0.0,0.002860000000000006,0.0030400000000000067,0.002840000000000006,0.002020000000000004,0.002780000000000006,0.0030400000000000067,0.0026400000000000056
Bins,"[0.7, 0.71]",0.0022400000000000046,0.001980000000000004,0.0,0.003500000000000008,0.0022200000000000045,0.002340000000000005,0.002040000000000004,0.0033000000000000074,0.0025600000000000054,0.0026600000000000057
Bins,"[0.71, 0.72]",0.002040000000000004,0.0022600000000000046,0.0,0.0029200000000000064,0.002080000000000004,0.0022000000000000045,0.002000000000000004,0.002720000000000006,0.002360000000000005,0.002000000000000004
Bins,"[0.72, 0.73]",0.0021800000000000044,0.001960000000000004,0.0,0.002380000000000005,0.002100000000000004,0.002340000000000005,0.001660000000000003,0.003160000000000007,0.0026200000000000056,0.0019200000000000037
Bins,"[0.73, 0.74]",0.0015400000000000027,0.0021400000000000043,0.0,0.002840000000000006,0.002360000000000005,0.002040000000000004,0.0013200000000000022,0.0027000000000000058,0.0025400000000000054,0.0018800000000000036
Bins,"[0.74, 0.75]",0.0018800000000000036,0.0015800000000000028,0.0,0.002420000000000005,0.002060000000000004,0.0015200000000000027,0.0013000000000000021,0.0022600000000000046,0.0022600000000000046,0.001620000000000003
Bins,"[0.75, 0.76]",0.0010800000000000015,0.001960000000000004,0.0,0.001960000000000004,0.0015200000000000027,0.0015600000000000028,0.0011400000000000017,0.0026800000000000057,0.002000000000000004,0.0014600000000000025
Bins,"[0.76, 0.77]",0.0011800000000000018,0.001640000000000003,0.0,0.0018400000000000035,0.0014400000000000025,0.0014400000000000025,0.0005400000000000001,0.0019400000000000038,0.001660000000000003,0.0013600000000000023
Bins,"[0.77, 0.78]",0.0009600000000000012,0.0013600000000000023,0.0,0.0021400000000000043,0.0011200000000000016,0.001280000000000002,0.0005800000000000002,0.0019400000000000038,0.0018600000000000036,0.0014800000000000026
Bins,"[0.78, 0.79]",0.0006800000000000005,0.0015000000000000026,0.0,0.001640000000000003,0.0011200000000000016,0.0011800000000000018,0.0004,0.0021400000000000043,0.0015800000000000028,0.000860000000000001
Bins,"[0.79, 0.8]",0.00044,0.0011600000000000017,0.0,0.0015800000000000028,0.000880000000000001,0.0011000000000000016,0.00028000000000000003,0.0015400000000000027,0.0015800000000000028,0.0007800000000000007
Bins,"[0.8, 0.81]",0.00034,0.0008200000000000008,0.0,0.0013400000000000022,0.0005800000000000002,0.0005200000000000001,2e-05,0.0013000000000000021,0.0013200000000000022,0.00048
Bins,"[0.81, 0.82]",0.00014000000000000001,0.0006000000000000003,0.0,0.0010600000000000015,0.00042,0.0005,0.0,0.0013800000000000023,0.0011600000000000017,0.00038
Bins,"[0.82, 0.83]",4e-05,0.00038,0.0,0.0011200000000000016,0.00018,0.00024,0.0,0.001260000000000002,0.0010600000000000015,0.00028000000000000003
Bins,"[0.83, 0.84]",0.0,0.00034,0.0,0.0011600000000000017,8e-05,0.00014000000000000001,0.0,0.0009000000000000011,0.0007400000000000006,4e-05
Bins,"[0.84, 0.85]",0.0,0.00016,0.0,0.0008200000000000008,0.0,6.000000000000001e-05,0.0,0.0010200000000000014,0.0009600000000000012,0.0
Bins,"[0.85, 0.86]",0.0,0.0,0.0,0.0006600000000000004,0.0,2e-05,0.0,0.0006800000000000005,0.0005600000000000002,0.0
Bins,"[0.86, 0.87]",0.0,0.0,0.0,0.0005600000000000002,0.0,0.0,0.0,0.00048,0.00036,0.0
Bins,"[0.87, 0.88]",0.0,0.0,0.0,0.00026000000000000003,0.0,0.0,0.0,0.00044,0.0005600000000000002,0.0
Bins,"[0.88, 0.89]",0.0,0.0,0.0,0.00018,0.0,0.0,0.0,0.00030000000000000003,0.00042,0.0
Bins,"[0.89, 0.9]",0.0,0.0,0.0,6.000000000000001e-05,0.0,0.0,0.0,0.00022,0.00014000000000000001,0.0
Bins,"[0.9, 0.91]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bins,"[0.91, 0.92]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bins,"[0.92, 0.93]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bins,"[0.93, 0.94]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bins,"[0.94, 0.95]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bins,"[0.95, 0.96]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bins,"[0.96, 0.97]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bins,"[0.97, 0.98]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bins,"[0.98, 0.99]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bins,"[0.99, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matrix,"0,0",0.3070538899522217,0.2985895014666548,0.15117500883603427,0.16386357324787737,0.4300134263801072,0.0851248867235484,0.0785663949377308,0.06803035660891299,0.2557483947570688,0.12144138885769555
Matrix,"0,1",0.07906439023283451,0.13793271744575955,0.14203199785402312,0.19959247215100379,0.13791603053804402,0.10492691473021763,0.08977981336816236,0.12579628227819883,0.28168835913555734,0.11646035286332036
Matrix,"0,2",0.2788090953578839,0.3040563420539415,0.17377338572235898,0.2324647748742301,0.28999375953928325,0.11651412170108176,0.09217440014538278,0.1421096825054868,0.1781261851854831,0.18236561324574704
Matrix,"0,3",0.27436136438859005,0.1826407428460629,0.08411594639304726,0.1251771076203302,0.16747434673463144,0.12105469324555415,0.12191510701108849,0.11819193541851139,0.19727312316169673,0.13536307801892394
Matrix,"1,0",0.07906439023283451,0.13793271744575955,0.14203199785402312,0.19959247215100379,0.13791603053804402,0.10492691473021763,0.08977981336816236,0.12579628227819883,0.28168835913555734,0.11646035286332036
Matrix,"1,1",0.05354627578065021,0.1299865867092856,0.42690377691135006,0.28294968182937835,0.08646876798443295,0.38762560676412766,0.2727993670294809,0.2889315401815884,0.38874192755514597,0.17253042005776403
Matrix,"1,2",0.1055243258615117,0.19806363095421634,0.2015307529227612,0.3135544977739931,0.14954863942801108,0.31694211654314164,0.2285235003314472,0.3186830172992802,0.24567435754105124,0.22182714728324754
Matrix,"1,3",0.051444389535879494,0.09594930920207755,0.10370439315266733,0.20352404257374596,0.13116168015739188,0.2481015088795496,0.23221307329245758,0.24676596827908065,0.22351385425092174,0.1374955977956243
Matrix,"2,0",0.2788090953578839,0.3040563420539415,0.17377338572235898,0.2324647748742301,0.28999375953928325,0.11651412170108176,0.09217440014538278,0.1421096825054868,0.1781261851854831,0.18236561324574704
Matrix,"2,1",0.1055243258615117,0.19806363095421634,0.2015307529227612,0.3135544977739931,0.14954863942801108,0.31694211654314164,0.2285235003314472,0.3186830172992802,0.24567435754105124,0.22182714728324754
Matrix,"2,2",0.3730640067026676,0.37989256171000946,0.3575304660264728,0.3742111254284776,0.27285030257737025,0.28985669144086357,0.36551275315563825,0.40416825397826356,0.1878565802390599,0.5177962019360609
Matrix,"2,3",0.2235864420644688,0.19345728013122143,0.12918226939996236,0.22008769131618855,0.21464671206859798,0.24619968902923803,0.2699953679134965,0.3065561005813909,0.11931091412872707,0.2565959673018385
Matrix,"3,0",0.27436136438859005,0.1826407428460629,0.08411594639304726,0.1251771076203302,0.16747434673463144,0.12105469324555415,0.12191510701108849,0.11819193541851139,0.19727312316169673,0.13536307801892394
Matrix,"3,1",0.051444389535879494,0.09594930920207755,0.10370439315266733,0.20352404257374596,0.13116168015739188,0.2481015088795496,0.23221307329245758,0.24676596827908065,0.22351385425092174,0.1374955977956243
Matrix,"3,2",0.2235864420644688,0.19345728013122143,0.12918226939996236,0.22008769131618855,0.21464671206859798,0.24619968902923803,0.2699953679134965,0.3065561005813909,0.11931091412872707,0.2565959673018385
Matrix,"3,3",0.26633582756446056,0.1915313501140501,0.06439074822614285,0.17897561949426677,0.21066750305808968,0.2373928150714603,0.2831214848771502,0.238869849231235,0.16765309744872525,0.18823198914847955
Rotation,0,4.0590199245452645,4.001345146957352,0.7072572957090492,2.3175199620025735,3.8919562357436677,3.981028611393488,5.268308384835468,2.1871372151310635,2.5533537104902617,1.0689978906282387
Rotation,1,3.5155867452676945,4.646304619117037,3.784788585716018,1.6734163173595766,0.8719581568246673,6.011214498072821,4.115945978925603,2.467206266088588,4.871349146944343,4.034653961475193
Rotation,2,3.530125316391119,4.644126135825784,3.8202064780819573,4.8077382662810315,0.9137854585810445,6.061472354952349,0.9292285907820588,5.556557475749501,1.734447056825857,4.00693156363758
Rotation,3,1.0237731864095414,4.186791626809011,3.9383447490887167,2.32750212992293,4.196409295824565,5.668926495395522,3.8414268671262226,2.4019455872821416,3.8309694899178757,2.184657873286208
Rotation,4,1.8473404054267066,5.762143521473789,3.8095608021134097,1.670505019111257,5.564227630987415,2.9004026805693996,4.032409733105477,2.4504456162608785,1.5135703515026269,0.9108741916477254
Rotation,5,4.995034441417872,2.5922812065939422,0.6953495358045508,1.630085232285309,2.399428253122951,2.9065390877315407,0.9086031496684247,2.4094478055541764,4.6530597200482955,0.9287602119880929
OptimalState,Angle,0.19179791944311578,0.010000360430525823,0.32167760680406315,0.19156377714148745,0.11011967369185577,0.24426845498085678,0.19679698282796987,0.24655389846778125,0.049786603829844324,0.1343219223811964
OptimalState,Visibility,0.8117229963204782,0.8126271227911677,0.6501767663744499,0.9105603838895742,0.7995883600386501,0.8691397661632234,0.7833623211018776,0.9446061803206085,0.8748686069085483,0.8102040630755939
Measures,Distance,0.09568422739672972,0.056318401250508014,0.14503003748293242,0.050839828707604874,0.1237855856046881,0.07099265410031792,0.07094795132482246,0.04632548126058607,0.07046728374737274,0.0626930210950989
Measures,MatrixFidelity,0.9564494207138615,0.9800506414738512,0.9316994713980845,0.9851002628045161,0.9037371177473903,0.9711777095386012,0.9778000116662438,0.9846017700386448,0.961985017875407,0.9822220834384304
Measures,HistogramFidelity,0.9747205588190602,0.9718856990306607,0.9553566848766861,0.9814657534502582,0.9035620310768542,0.985567464724405,0.9952807002338593,0.9963622517070176,0.9626895388662619,0.9920953344667734
Measures,Covering,0.9221799999999825,0.9185999999999828,0.9298799999999785,0.9674399999999822,0.8930399999999834,0.9529199999999817,0.9762799999999796,0.9764799999999821,0.9090599999999839,0.9697799999999805
Measures,ConcurrenceOriginal,0.28295461237507635,0.0,0.2093818784117204,0.29205678148023023,0.035659608883894134,0.3704095212105223,0.1912244542266487,0.40088624656448407,0.09646065459426878,0.14630857257807883
Measures,ConcurrenceOpt,0.20323951213604274,0.0,0.21491415190466012,0.2953668840250898,0.07381477743303222,0.342201977358886,0.19012131405063215,0.42043117271034836,0.016223609107707315,0.11862097980137964
Measures,CHSHViolationMOriginal,0.0,0.0,0.0,0.0,0.0,0.20605250577266349,0.0,0.29512238059270957,0.0,0.0
Measures,CHSHViolationMOpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3036754184609047,0.0,0.0
