Category,Index,0
Bins,"[0.0, 0.01]",0.0021400000000000043
Bins,"[0.01, 0.02]",0.008919999999999973
Bins,"[0.02, 0.03]",0.017879999999999608
Bins,"[0.03, 0.04]",0.02667999999999925
Bins,"[0.04, 0.05]",0.032999999999998995
Bins,"[0.05, 0.06]",0.031139999999999068
Bins,"[0.06, 0.07]",0.030039999999999113
Bins,"[0.07, 0.08]",0.032059999999999034
Bins,"[0.08, 0.09]",0.030159999999999108
Bins,"[0.09, 0.1]",0.031539999999999055
Bins,"[0.1, 0.11]",0.02957999999999913
Bins,"[0.11, 0.12]",0.02915999999999915
Bins,"[0.12, 0.13]",0.0278599999999992
Bins,"[0.13, 0.14]",0.025979999999999278
Bins,"[0.14, 0.15]",0.026719999999999248
Bins,"[0.15, 0.16]",0.023799999999999367
Bins,"[0.16, 0.17]",0.024119999999999354
Bins,"[0.17, 0.18]",0.021819999999999447
Bins,"[0.18, 0.19]",0.021459999999999462
Bins,"[0.19, 0.2]",0.021319999999999468
Bins,"[0.2, 0.21]",0.02003999999999952
Bins,"[0.21, 0.22]",0.019639999999999536
Bins,"[0.22, 0.23]",0.01855999999999958
Bins,"[0.23, 0.24]",0.018619999999999578
Bins,"[0.24, 0.25]",0.017639999999999618
Bins,"[0.25, 0.26]",0.018499999999999583
Bins,"[0.26, 0.27]",0.015959999999999686
Bins,"[0.27, 0.28]",0.015999999999999685
Bins,"[0.28, 0.29]",0.015479999999999706
Bins,"[0.29, 0.3]",0.015439999999999707
Bins,"[0.3, 0.31]",0.013459999999999788
Bins,"[0.31, 0.32]",0.014179999999999759
Bins,"[0.32, 0.33]",0.01513999999999972
Bins,"[0.33, 0.34]",0.013479999999999787
Bins,"[0.34, 0.35]",0.01291999999999981
Bins,"[0.35, 0.36]",0.012019999999999847
Bins,"[0.36, 0.37]",0.012259999999999837
Bins,"[0.37, 0.38]",0.010919999999999892
Bins,"[0.38, 0.39]",0.01093999999999989
Bins,"[0.39, 0.4]",0.011419999999999871
Bins,"[0.4, 0.41]",0.010439999999999911
Bins,"[0.41, 0.42]",0.009079999999999967
Bins,"[0.42, 0.43]",0.009679999999999942
Bins,"[0.43, 0.44]",0.00899999999999997
Bins,"[0.44, 0.45]",0.009439999999999952
Bins,"[0.45, 0.46]",0.008959999999999971
Bins,"[0.46, 0.47]",0.008120000000000006
Bins,"[0.47, 0.48]",0.007460000000000018
Bins,"[0.48, 0.49]",0.007500000000000018
Bins,"[0.49, 0.5]",0.0069600000000000165
Bins,"[0.5, 0.51]",0.006680000000000016
Bins,"[0.51, 0.52]",0.007420000000000018
Bins,"[0.52, 0.53]",0.006740000000000016
Bins,"[0.53, 0.54]",0.006240000000000015
Bins,"[0.54, 0.55]",0.005960000000000014
Bins,"[0.55, 0.56]",0.005200000000000012
Bins,"[0.56, 0.57]",0.005600000000000013
Bins,"[0.57, 0.58]",0.005940000000000014
Bins,"[0.58, 0.59]",0.005340000000000012
Bins,"[0.59, 0.6]",0.005180000000000012
Bins,"[0.6, 0.61]",0.00458000000000001
Bins,"[0.61, 0.62]",0.00460000000000001
Bins,"[0.62, 0.63]",0.003860000000000009
Bins,"[0.63, 0.64]",0.0037800000000000086
Bins,"[0.64, 0.65]",0.0036800000000000084
Bins,"[0.65, 0.66]",0.0036400000000000082
Bins,"[0.66, 0.67]",0.003540000000000008
Bins,"[0.67, 0.68]",0.003540000000000008
Bins,"[0.68, 0.69]",0.0030400000000000067
Bins,"[0.69, 0.7]",0.0029000000000000063
Bins,"[0.7, 0.71]",0.0025800000000000055
Bins,"[0.71, 0.72]",0.0021800000000000044
